X,Y,OBJECTID,SCHID,NAME,ADDRESS,TOWN_MAIL,TOWN,ZIPCODE,PHONE,GRADES,TYPE,TYPE_DESC,TYPE_DESC2,DIST_NAME,DIST_CODE,MA_ADDR_ID
211446.840599999,897072.664,505,03150305,Wayland Middle School,201 Main Street,Wayland,WAYLAND,01778,508-358-3801,"06,07,08",MID,Public Middle,,Wayland,03150000,1849917
203399.032,908124.3204,506,01740010,Green Meadow School,5 Tiger Drive,Maynard,MAYNARD,01754,978-897-8246,"PK,K,01,02,03",ELE,Public Elementary,,Maynard,01740000,4213241
215951.9934,930434.430799998,507,01600050,John J Shaughnessy School,1158 Gorham Street,Lowell,LOWELL,01852,978-937-7657,"PK,K,01,02,03,04",ELE,Public Elementary,,Lowell,01600000,1978233
197040.108199999,875630.5528,508,01380010,Memorial School,6 Prospect Street,Hopedale,HOPEDALE,01747,508-634-2214,"K,01,02,03,04,05,06",ELE,Public Elementary,,Hopedale,01380000,1975328
174480.380400002,924545.349399999,509,00970048,Memorial Intermediate School,615 Rollstone Street,Fitchburg,FITCHBURG,01420,978-345-3295,"05,06,07,08",MID,Public Middle,,Fitchburg,00970000,1355015
248390.0814,917498.996199999,510,02580505,Salem High School,77 Willson Street,Salem,SALEM,01970,978-740-1123,"09,10,11,12",SEC,Public Secondary,,Salem,02580000,3881764
230915.622199997,937756.0812,511,02110001,Atkinson School,111 Phillips Brooks Road,North Andover,NORTH ANDOVER,01845,978-794-0124,"01,02,03,04,05",ELE,Public Elementary,,North Andover,02110000,2820932
183240.872,906500.125799999,512,00640505,Clinton Senior High School,200 West Boylston Street,Clinton,CLINTON,01510,978-365-4208,"PK,09,10,11,12",SEC,Public Secondary,,Clinton,00640000,1303125
251201.747400001,879812.05,513,02190005,Grace Farrar Cole School,81 High Street,Norwell,NORWELL,02061,781-659-8823,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Norwell,02190000,3377118
243083.309199996,930873.147,514,07050405,Masconomet Regional Middle School,20 Endicott Road,Boxford,BOXFORD,01921,978-887-2323,"07,08",MID,Public Middle,,Masconomet,07050000,2387906
225689.865,907508.921,515,00100025,Cyrus E Dallin School,185 Florence Avenue,Arlington,ARLINGTON,02476,781-316-3722,"K,01,02,03,04,05",ELE,Public Elementary,,Arlington,00100000,1264175
141619.774599999,924981.075599998,516,06150305,Athol-Royalston Middle School,1062 Pleasant Street,Athol,ATHOL,01331,978-249-2430,"05,06,07,08",MID,Public Middle,,Athol-Royalston,06150000,912825
221043.9868,909758.292399999,517,01550006,Bridge School,55 Middleby Road,Lexington,LEXINGTON,02421,781-861-2510,"K,01,02,03,04,05",ELE,Public Elementary,,Lexington,01550000,2536574
206535.336599998,867591.716400001,518,04470205,Benjamin Franklin Classical Charter Public School,500 Financial Park,Franklin,FRANKLIN,02038,508-541-3434,"K,01,02,03,04,05,06,07,08",CHA,Charter,,Benjamin Franklin Classical Charter,04470000,4288168
205234.244400002,913866.299800001,519,06000030,Luther Conant School,80 Taylor Road,Acton,ACTON,01720,978-266-2550,"K,01,02,03,04,05,06",ELE,Public Elementary,,Acton-Boxborough,06000000,2294363
44948.7814000025,874600.8554,520,07650035,Undermountain Elementary School,491 Berkshire School Road,Sheffield,SHEFFIELD,01257,413-229-8754,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Southern Berkshire,07650000,726624
173758.019599997,889364.168400001,521,03480350,Claremont Academy,15 Claremont Street,Worcester,WORCESTER,01610,508-799-3077,"07,08,09,10,11,12",SEC,Public Secondary,,Worcester,03480000,1408838
247579.814199999,924824.061,522,00710045,Willis E Thorpe School,1 Avon Road,Danvers,DANVERS,01923,978-774-6946,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Danvers,00710000,3075442
218013.214400001,932227.020399999,523,01600340,James Sullivan Middle School,150 Draper Street,Lowell,LOWELL,01852,978-937-8993,"05,06,07,08",MID,Public Middle,,Lowell,01600000,1987965
251485.773599997,949027.6402,524,07730020,Newbury Elementary School,63 Hanover Street,Newbury,NEWBURY,01951,978-465-5353,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Triton,07730000,2811698
67443.4241999984,928292.891399998,525,06030505,Hoosac Valley High School,125 Savoy Road,Cheshire,CHESHIRE,01225,413-743-5200,"08,09,10,11,12",SEC,Public Secondary,,Adams-Cheshire,06030000,146266
230930.709200002,937958.4626,526,02110305,North Andover Middle School,495 Main Street,North Andover,NORTH ANDOVER,01845,978-794-1870,"06,07,08",MID,Public Middle,,North Andover,02110000,2818905
247403.898199998,933155.2082,527,02980010,Steward Elementary School,261 Perkins Row,Topsfield,TOPSFIELD,01983,978-887-1538,"PK,K,01,02,03",ELE,Public Elementary,,Topsfield,02980000,4174727
230058.953199998,911798.48,528,03440505,Winchester High School,80 Skillings Road,Winchester,WINCHESTER,01890,781-721-7020,"09,10,11,12",SEC,Public Secondary,,Winchester,03440000,2998039
231770.842600003,920892.453,529,02460005,Birch Meadow School,27 Arthur B Lord Drive,Reading,READING,01867,781-944-2335,"K,01,02,03,04,05",ELE,Public Elementary,,Reading,02460000,2600300
229665.752400003,824501.5088,530,04910550,Atlantis Charter School,991 Jefferson Street,Fall River,FALL RIVER,02721,508-646-6410,"K,01,02,03,04,05,06,07,08,09,10,11,12",CHA,Charter,,Atlantis Charter,04910000,4455940
194034.456200004,929196.215399999,531,06730001,Boutwell Early Childhood Center,78 Hollis Street,Groton,GROTON,01450,978-448-2297,PK,ELE,Public Elementary,,Groton-Dunstable,06730000,1097237
246092.799800001,885626.8968,532,03360005,Academy Avenue School,94 Academy Avenue,Weymouth,WEYMOUTH,02189,781-335-4717,"K,01,02,03,04,05",ELE,Public Elementary,,Weymouth,03360000,3479629
233033.286200002,946152.487799998,533,01280045,Moody School,59 Margin Street,Haverhill,HAVERHILL,01832,978-374-3459,"PK,K",ELE,Public Elementary,,Haverhill,01280000,2229115
253120.049599998,860213.928399999,534,01180005,Halifax Elementary School,464 Plymouth Street,Halifax,HALIFAX,02338,781-293-2581,"K,01,02,03,04,05,06",ELE,Public Elementary,,Halifax,01180000,3403166
226483.425800003,938842.175,535,01490025,Guilmette Middle School,80 Bodwell Street,Lawrence,LAWRENCE,01841,978-722-8270,"05,06,07,08",MID,Public Middle,,Lawrence,01490000,2110469
98965.4918000028,888605.035,536,02750005,William E Norris School,34 Pomeroy Meadow Road,Southampton,SOUTHAMPTON,01073,413-527-0811,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Southampton,02750000,739598
252606.750600003,877619.514,440,08730605,South Shore Vocational Technical High School,476 Webster Street,Hanover,HANOVER,02339,781-878-8822,"09,10,11,12",VOC,Public Voc/Tech/Ag Reg'l HS,,South Shore RVT,08730000,3438705
110431.003200002,866985.647799999,441,01590010,Center School,837 Longmeadow Street,Longmeadow,LONGMEADOW,01106,413-565-4290,"K,01,02,03,04,05",ELE,Public Elementary,,Longmeadow,01590000,657678
202319.7962,914555.648400001,442,06000020,C.T. Douglas Elementary School,21 Elm Street,Acton,ACTON,01720,978-266-2560,"K,01,02,03,04,05,06",ELE,Public Elementary,,Acton-Boxborough,06000000,2294774
260113.605800003,824901.243799999,443,07400505,Old Rochester Regional High School,135 Marion Road,Mattapoisett,MATTAPOISETT,02739,508-758-3745,"09,10,11,12",SEC,Public Secondary,,Old Rochester,07400000,3566325
177437.251400001,881939.287799999,444,01860017,Elmwood Street School,40 Elmwood Street,Millbury,MILLBURY,01527,508-865-5241,"PK,K,01,02,03",ELE,Public Elementary,,Millbury,01860000,4170205
208205.350400001,905253.825199999,445,06950505,Lincoln-Sudbury Regional High School,390 Lincoln Road,Sudbury,SUDBURY,01776,978-443-9961,"09,10,11,12",SEC,Public Secondary,,Lincoln-Sudbury,06950000,1642012
238874.772600003,891998.0178,446,02430510,North Quincy High School,316 Hancock Street,Quincy,QUINCY,02171,617-984-8744,"09,10,11,12",SEC,Public Secondary,,Quincy,02430000,4055957
176026.212800004,890696.7414,447,03480053,City View School,80 Prospect Street,Worcester,WORCESTER,01605,508-799-3670,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Worcester,03480000,1368840
244819.481799997,912829.149799999,448,01630035,Cobbet Elementary School,40 Franklin Street,Lynn,LYNN,01902,781-477-7341,"K,01,02,03,04,05",ELE,Public Elementary,,Lynn,01630000,3780261
239958.502599999,887854.653,449,02430320,South West Middle School,444 Granite Street,Quincy,QUINCY,02169,617-984-8729,"05,06,07,08",MID,Public Middle,,Quincy,02430000,4028080
217611.926799998,915619.9824,450,00230505,Bedford High School,9 Mudge Way,Bedford,BEDFORD,01730,781-275-1700,"09,10,11,12",SEC,Public Secondary,,Bedford,00230000,2379842
209665.673799999,893342.239399999,451,01980305,J F Kennedy Middle School,165 Mill Street,Natick,NATICK,01760,508-647-6650,"05,06,07,08",MID,Public Middle,,Natick,01980000,4213374
262566.6184,884684.192600001,452,02640020,Wampatuck Elementary School,266 Tilden Road,Scituate,SCITUATE,02066,781-545-8790,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Scituate,02640000,3770384
226246.683600001,900383.3092,453,02070305,Bigelow Middle School,42 Vernon Street,Newton,NEWTON,02458,617-559-6800,"06,07,08",MID,Public Middle,,Newton,02070000,2728317
217637.473200001,915532.5024,454,00230305,John Glenn Middle School,99 McMahon Road,Bedford,BEDFORD,01730,781-275-3201,"06,07,08",MID,Public Middle,,Bedford,00230000,2382955
246797.535400003,912997.218800001,455,01630020,Brickett Elementary School,123 Lewis Street,Lynn,LYNN,01902,781-477-7333,"K,01,02,03,04,05",ELE,Public Elementary,,Lynn,01630000,3785589
96510.9562000036,874340.788,456,03250310,Westfield Middle School,30 West Silver Street,Westfield,WESTFIELD,01085,413-568-1900,"07,08",MID,Public Middle,,Westfield,03250000,975095
222882.804200001,893189.109200001,457,01990040,William Mitchell School,187 Brookline Street,Needham,NEEDHAM,02492,781-455-0466,"K,01,02,03,04,05",ELE,Public Elementary,,Needham,01990000,2796448
177019.220600002,882533.4498,458,01860025,Raymond E Shaw Elementary School,58 Elmwood Street,Millbury,MILLBURY,01527,508-865-3541,"04,05,06",ELE,Public Elementary,,Millbury,01860000,1699821
275674.405199997,832406.665,459,00360325,Bourne Middle School,77 Waterhouse Road,Bourne,BOURNE,02532,508-759-0690,"06,07,08",MID,Public Middle,,Bourne,00360000,4161626
228420.231,886112.997,382,00730025,Greenlodge School,191 Greenlodge Street,Dedham,DEDHAM,02026,781-310-4000,"01,02,03,04,05",ELE,Public Elementary,,Dedham,00730000,2468578
250200.147600003,951541.934599999,383,02040505,Newburyport High School,241 High Street,Newburyport,NEWBURYPORT,01950,978-465-4440,"09,10,11,12",SEC,Public Secondary,,Newburyport,02040000,3871407
231121.523599997,946246.911200002,384,04550050,Hill View Montessori Charter Public School,75 Foundation Avenue,Haverhill,HAVERHILL,01835,978-521-2616,"K,01,02,03,04,05,06,07,08",CHA,Charter,,Hill View Montessori Charter,04550000,2217377
223148.097599998,886230.214,385,03350010,Deerfield School,72 Deerfield Avenue,Westwood,WESTWOOD,02090,781-326-7500,"K,01,02,03,04,05",ELE,Public Elementary,,Westwood,03350000,2911025
226052.9498,900568.988200001,386,02070115,Underwood School,101 Vernon Street,Newton Corner,NEWTON,02458,617-559-9660,"K,01,02,03,04,05",ELE,Public Elementary,,Newton,02070000,2733613
176100.788199998,890612.614399999,387,04860105,Learning First Charter Public School,51 Gage Street,Worcester,WORCESTER,01605,774-420-7650,"K,01,02,03,04,05,06,07,08",CHA,Charter,,Seven Hills Charter,04860000,1400594
248203.850199997,870929.257800002,388,07800030,John H Duval School,60 Regal Street,Whitman,WHITMAN,02382,781-618-7055,"K,01,02,03,04,05",ELE,Public Elementary,,Whitman-Hanson,07800000,3206765
202978.081600003,895114.7326,389,01000006,Brophy School,575 Pleasant Street,Framingham,FRAMINGHAM,01701,508-626-9158,"K,01,02,03,04,05",ELE,Public Elementary,,Framingham,01000000,4138760
203426.230800003,874948.547600001,390,00250003,Bellingham Early Childhood Center,338 Hartford Avenue,Bellingham,BELLINGHAM,02019,508-966-2512,PK,ELE,Public Elementary,,Bellingham,00250000,2143715
218013.214400001,932227.020399999,391,01600040,Peter W Reilly School,115 Douglas Road,Lowell,LOWELL,01852,978-937-7652,"PK,K,01,02,03,04",ELE,Public Elementary,,Lowell,01600000,2004233
250712.842600003,894305.3178,392,01420305,Memorial Middle School,81 Central Avenue,Hull,HULL,02045,781-925-2040,"06,07,08",MID,Public Middle,,Hull,01420000,3460834
166417.156199999,889339.134199999,393,01510005,Leicester Elementary School,170 Paxton Street,Leicester,LEICESTER,01524,508-892-7050,"K,01,02,03,04",ELE,Public Elementary,,Leicester,01510000,1196556
221988.8882,903148.580600001,394,03080415,John W McDevitt Middle School,75 Church Street,Waltham,WALTHAM,02453,781-314-5595,"06,07,08",MID,Public Middle,,Waltham,03080000,2846104
236052.580200002,947179.511799999,395,01280026,Golden Hill School,140 Boardman Street,Haverhill,HAVERHILL,01830,978-374-5794,"K,01,02,03,04",ELE,Public Elementary,,Haverhill,01280000,2229988
67760.7070000023,944308.890799999,396,00630010,Clarksburg Elementary School,777 W Crossroad,Clarksburg,CLARKSBURG,01247,413-663-8735,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Clarksburg,00630000,149442
230699.828400001,829295.1446,397,00950130,Spencer Borden School,1400 President Avenue,Fall River,FALL RIVER,02720,508-675-8202,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Fall River,00950000,3942667
231421.4036,938986.965,398,02110505,North Andover High School,430 Osgood Street,North Andover,NORTH ANDOVER,01845,978-794-1711,"09,10,11,12",SEC,Public Secondary,,North Andover,02110000,2818950
176369.360600002,902463.389,399,03220005,Major Edwards Elementary School,70 Crescent Street,West Boylston,WEST BOYLSTON,01583,508-835-4461,"PK,K,01,02,03,04,05",ELE,Public Elementary,,West Boylston,03220000,1548559
248939.915799998,848569.158599999,400,01820008,Henry B Burkland Intermediate School,41 Mayflower Avenue,Middleborough,MIDDLEBOROUGH,02346,508-946-2040,"01,02,03,04,05",ELE,Public Elementary,,Middleborough,01820000,2624216
262670.923199996,835812.530200001,401,03100003,John William Decas School,760 Main Street,Wareham,WAREHAM,02571,508-291-3530,"PK,K,01,02",ELE,Public Elementary,,Wareham,03100000,3742189
213719.691,858905.764400002,402,02120030,Community School,45 South Washington Street,North Attleborough,NORTH ATTLEBOROUGH,02760,508-643-2148,"K,01,02,03,04,05",ELE,Public Elementary,,North Attleborough,02120000,82892
243755.603399999,913772.584,403,01630085,Sewell-Anderson School,25 Ontario Street,Lynn,LYNN,01905,781-477-7444,"K,01,02,03,04,05",ELE,Public Elementary,,Lynn,01630000,3784071
221176.779799998,903548.564,404,03080050,Thomas R Plympton Elementary School,20 Farnsworth Street,Waltham,WALTHAM,02451,781-314-5765,"K,01,02,03,04,05",ELE,Public Elementary,,Waltham,03080000,2847250
215969.533,895851.391199999,405,03170005,Katharine Lee Bates School,116 Elmwood Road,Wellesley,WELLESLEY,02481,781-446-6260,"K,01,02,03,04,05",ELE,Public Elementary,,Wellesley,03170000,3010165
207463.5418,871484.716800001,406,01010505,Franklin High School,218 Oak Street,Franklin,FRANKLIN,02038,508-613-1400,"09,10,11,12",SEC,Public Secondary,,Franklin,01010000,2097645
217592.023199998,893036.923799999,407,03170830,Tenacre Country Day School,78 Benvenue Street,Wellesley,WELLESLEY,02482,781-235-2282,"PK,K,01,02,03,04,05,06",PRI,Private,,,,3009873
110922.1052,883205.003,408,00610065,Streiber Memorial School,40 Streiber Drive,Chicopee,CHICOPEE,01020,413-594-3446,"K,01,02,03,04,05",ELE,Public Elementary,,Chicopee,00610000,129838
161028.241599999,875852.115200002,409,06580020,Charlton Elementary School,9 Burlingame Road,Charlton,CHARLTON,01507,508-248-7774,"PK,K,01",ELE,Public Elementary,,Dudley-Charlton,06580000,1126048
227456.5524,940682.259599999,410,01490002,Lawlor Early Childhood Center,41 Lexington Street,Lawrence,LAWRENCE,01841,978-975-5956,K,ELE,Public Elementary,,Lawrence,01490000,2111644
246608.777400002,823087.713199999,411,02010105,Carlos Pacheco School,261 Mt Pleasant Street,New Bedford,NEW BEDFORD,02746,508-997-4511,"PK,K,01,02,03,04,05",ELE,Public Elementary,,New Bedford,02010000,4089190
223007.598,863917.432,412,01670003,Roland Green School,29 Dean Street,Mansfield,MANSFIELD,02048,508-261-1561,PK,ELE,Public Elementary,,Mansfield,01670000,2554008
186868.674,896643.621800002,413,02130305,Robert E Melican Middle School,145 Lincoln Street,Northborough,NORTHBOROUGH,01532,508-351-7020,"06,07,08",MID,Public Middle,,Northborough,02130000,1720455
116087.177199997,899215.292800002,414,00080805,Amherst Montessori School,27 Pomeroy Lane,Amherst,AMHERST,01002,413-253-3101,"PK,K,01,02,03",PRI,Private,,,,763436
169416.4564,873106.2696,415,02260010,Alfred M Chaffee School,9 Clover Street,Oxford,OXFORD,01540,508-987-6057,"K,01,02",ELE,Public Elementary,,Oxford,02260000,1136110
226211.493,916763.467599999,416,00480303,Marshall Simonds Middle School,114 Winn Street,Burlington,BURLINGTON,01803,781-270-1781,"06,07,08",MID,Public Middle,,Burlington,00480000,2423444
155337.8552,868736.166200001,417,02770010,Eastford Road School,120 Eastford Road,Southbridge,SOUTHBRIDGE,01550,508-764-5460,"PK,K,01",ELE,Public Elementary,,Southbridge,02770000,1039984
248049.679,825965.073800001,418,02010130,Jireh Swift School,2203 Acushnet Avenue,New Bedford,NEW BEDFORD,02745,508-997-4511,"PK,K,01,02,03,04,05",ELE,Public Elementary,,New Bedford,02010000,4092340
260931.875600003,828424.952,419,01690005,Sippican School,16 Spring Street,Marion,MARION,02738,508-748-0100,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Marion,01690000,3472974
298623.627400003,822896.573,420,00200025,Hyannis West Elementary School,549 West Main Street,Hyannis,BARNSTABLE,02601,508-790-6480,"K,01,02,03",ELE,Public Elementary,,Barnstable,00200000,1233865
165480.174800001,867144.743,595,06580505,Shepherd Hill Regional High School,68 Dudley Oxford Road,Dudley,DUDLEY,01571,508-943-6700,"09,10,11,12",SEC,Public Secondary,,Dudley-Charlton,06580000,1116071
177904.841200002,916001.003400002,596,01530007,Fall Brook School,25 DeCicco Drive,Leominster,LEOMINSTER,01453,978-534-7745,"K,01,02,03,04,05",ELE,Public Elementary,,Leominster,01530000,1591063
253114.451200001,937764.7324,597,01440305,Ipswich Middle School,130 High Street,Ipswich,IPSWICH,01938,978-356-3535,"06,07,08",MID,Public Middle,,Ipswich,01440000,2522232
279448.645800002,849229.926399998,598,02390012,Indian Brook School,1181 State Road,Plymouth,PLYMOUTH,02360,508-830-4370,"K,01,02,03,04,05",ELE,Public Elementary,,Plymouth,02390000,2187539
241280.2086,870706.1206,599,00440405,East Middle School,464 Centre Street,Brockton,BROCKTON,02302,508-580-7351,"06,07,08",MID,Public Middle,,Brockton,00440000,3270217
244528.790200002,884051.801800001,600,03360050,Frederick C Murphy School,417 Front Street,Weymouth,WEYMOUTH,02188,781-331-2862,"K,01,02,03,04,05",ELE,Public Elementary,,Weymouth,03360000,3484589
237938.192599997,868703.169,601,00440505,Brockton High School,470 Forest Avenue,Brockton,BROCKTON,02301,508-580-7633,"09,10,11,12",SEC,Public Secondary,,Brockton,00440000,3302937
186772.790799998,933472.761399999,602,07350505,North Middlesex Regional High School,19 Main Street,Townsend,TOWNSEND,01469,978-597-8721,"09,10,11,12",SEC,Public Secondary,,North Middlesex,07350000,1519308
249304.853200004,849532.8706,603,01820011,Memorial Early Childhood Center,219 North Main Street,Middleboro,MIDDLEBOROUGH,02346,508-946-2032,"PK,K",ELE,Public Elementary,,Middleborough,01820000,2625107
213392.712200001,930405.8574,604,01600315,James S Daley Middle School,150 Fleming Street,Lowell,LOWELL,01851,978-937-8981,"05,06,07,08",MID,Public Middle,,Lowell,01600000,1995062
154495.621,869963.841600001,605,02770020,West Street School,156 West Street,Southbridge,SOUTHBRIDGE,01550,508-764-5470,"01,02,03,04,05",ELE,Public Elementary,,Southbridge,02770000,1037837
267240.57,872207.073800001,606,01710015,Daniel Webster School,1456 Ocean Street,Marshfield,MARSHFIELD,02050,781-834-5045,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Marshfield,01710000,3830846
224406.450800002,872704.040800001,607,02660015,Heights Elementary School,454 South Main Street,Sharon,SHARON,02067,781-784-1595,"K,01,02,03,04,05",ELE,Public Elementary,,Sharon,02660000,3198956
220579.276,905981.676800001,608,03080032,Douglas MacArthur Elementary School,494 Lincoln Street,Waltham,WALTHAM,02451,781-314-5721,"K,01,02,03,04,05",ELE,Public Elementary,,Waltham,03080000,2838491
246654.638599999,880803.1052,609,03360085,Ralph Talbot School,277 Ralph Talbot Street,South Weymouth,WEYMOUTH,02190,781-335-7250,"K,01,02,03,04,05",ELE,Public Elementary,,Weymouth,03360000,3482986
213219.9934,858682.4826,610,02120015,Roosevelt Avenue School,108 Roosevelt Avenue,North Attleborough,NORTH ATTLEBOROUGH,02760,508-643-2151,"K,01,02,03,04,05",ELE,Public Elementary,,North Attleborough,02120000,80833
193917.194600001,875545.818,611,07100015,Miscoe Hill School,148 North Avenue,Mendon,MENDON,01756,508-634-1590,"05,06,07,08",MID,Public Middle,,Mendon-Upton,07100000,1659192
197224.786799997,877616.45,612,01850505,Milford High School,31 West Fountain Street,Milford,MILFORD,01757,508-478-1110,"09,10,11,12",SEC,Public Secondary,,Milford,01850000,1688126
226882.286600001,942491.344,613,01810505,Methuen High School,1 Ranger Road,Methuen,METHUEN,01844,978-722-6040,"09,10,11,12",SEC,Public Secondary,,Methuen,01810000,2061584
228286.537799999,936239.3222,614,00090005,Shawsheen School,18 Magnolia Avenue,Andover,ANDOVER,01810,978-247-8200,PK,ELE,Public Elementary,,Andover,00090000,64784
224340.923199996,923512.2786,615,03420025,Shawsheen Elementary School,298 Shawsheen Avenue,Wilmington,WILMINGTON,01887,978-694-6030,"01,02,03",ELE,Public Elementary,,Wilmington,03420000,2655610
250273.413199998,924002.290399998,616,00300305,Beverly Middle School,502 Cabot Street,Beverly,BEVERLY,01915,978-921-6103,"05,06,07,08",MID,Public Middle,,Beverly,00300000,4161497
235828.0832,870627.680799998,617,00440045,Hancock School,125 Pearl Street,Brockton,BROCKTON,02301,508-580-7252,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Brockton,00440000,3282894
177550.53,895787.464,618,03480055,Clark Street Community School,280 Clark Street,Worcester,WORCESTER,01606,508-799-3545,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Worcester,03480000,1377383
220358.702600002,866492.2042,619,00990050,Charles Taylor Elementary School,196 South Street,Foxborough,FOXBOROUGH,02035,508-543-1607,"K,01,02,03,04",ELE,Public Elementary,,Foxborough,00990000,2493798
237022.205600001,911094.0222,620,01780017,Herbert Clark Hoover School,37 Glendower Road,Melrose,MELROSE,02176,781-979-2180,"K,01,02,03,04,05",ELE,Public Elementary,,Melrose,01780000,4169714
226678.137800001,942438.439399999,621,01810060,Donald P Timony Grammar School,45 Pleasant View Street,Methuen,METHUEN,01844,978-722-9001,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Methuen,01810000,2058982
230191.146,896197.54,622,00460814,The Park School,171 Goddard Avenue,Brookline,BROOKLINE,02445,617-277-2456,"PK,K,01,02,03,04,05,06,07,08,09",PRI,Private,,,,3314600
216911.985399999,860787.112199999,623,02120013,Joseph W Martin Jr Elementary School,37 Landry Avenue,North Attleborough,NORTH ATTLEBOROUGH,02760,508-643-2140,"K,01,02,03,04,05",ELE,Public Elementary,,North Attleborough,02120000,81504
198306.427199997,877065.396400001,624,01850305,Stacy Middle School,66 School Street,Milford,MILFORD,01757,508-478-1180,"06,07,08",MID,Public Middle,,Milford,01850000,4170083
245328.812600002,918415.05,625,02290035,South Memorial School,16 Maple Street Extension,Peabody,PEABODY,01960,978-536-5700,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Peabody,02290000,3720885
178778.197800003,888110.891199999,626,03480220,Roosevelt School,1006 Grafton Street,Worcester,WORCESTER,01604,508-799-3482,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Worcester,03480000,1371606
113159.846600004,870796.275800001,627,02810185,Washington School,141 Washington Street,Springfield,SPRINGFIELD,01108,413-787-7551,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Springfield,02810000,572248
152210.836400002,892120.229200002,628,02150505,North Brookfield High School,10 New School Drive,North Brookfield,NORTH BROOKFIELD,01535,508-867-7131,"07,08,09,10,11,12",SEC,Public Secondary,,North Brookfield,02150000,1074251
220756.196199998,932261.8924,629,02950001,Loella F Dewing Elementary School,1469 Andover Street,Tewksbury,TEWKSBURY,01876,978-640-7858,"PK,K,01,02",ELE,Public Elementary,,Tewksbury,02950000,4174681
213247.262599997,935858.342,630,00790505,Dracut Senior High School,1540 Lakeview Avenue,Dracut,DRACUT,01826,978-957-1500,"09,10,11,12",SEC,Public Secondary,,Dracut,00790000,2311890
204483.880800001,890209.5594,631,00140505,Ashland High School,65 East Union Street,Ashland,ASHLAND,01721,508-881-0177,"09,10,11,12",SEC,Public Secondary,,Ashland,00140000,1552202
152210.836400002,892120.229200002,632,02150015,North Brookfield Elementary School,10 New School Drive,North Brookfield,NORTH BROOKFIELD,01535,508-867-8326,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,North Brookfield,02150000,1074251
198393.937,885223.2564,633,01390505,Hopkinton High School,90 Hayden Rowe Street,Hopkinton,HOPKINTON,01748,508-497-9820,"09,10,11,12",SEC,Public Secondary,,Hopkinton,01390000,2085012
246243.647600003,885755.8292,634,03360310,Abigail Adams Middle School,89 Middle Street,East Weymouth,WEYMOUTH,02189,781-335-1100,"06,07",MID,Public Middle,,Weymouth,03360000,4175845
230748.946400002,906250.905,635,02740115,West Somerville Neighborhood School,177 Powderhouse Blvd,Somerville,SOMERVILLE,02144,617-625-6600,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Somerville,02740000,3219130
239079.9476,923602.671,636,02290007,John E Burke School,127 Birch Street,Peabody,PEABODY,01960,978-536-5400,"K,01,02,03,04,05",ELE,Public Elementary,,Peabody,02290000,3722390
248881.431599997,918385.365,637,02580305,Collins Middle School,29 Highland Avenue,Salem,SALEM,01970,978-740-1191,"06,07,08",MID,Public Middle,,Salem,02580000,3883547
216483.573,862575.411200002,638,02380005,Beatrice H Wood Elementary School,72 Messenger Street,Plainville,PLAINVILLE,02762,508-699-1312,"03,04,05,06",ELE,Public Elementary,,Plainville,02380000,2080564
213877.0634,869115.153,639,06900505,King Philip Regional High School,201 Franklin Street,Wrentham,WRENTHAM,02093,508-384-1000,"09,10,11,12",SEC,Public Secondary,,King Philip,06900000,1839141
182536.921800002,935517.758200001,640,07350005,Spaulding Memorial School,1 Whitcomb Street,Townsend,TOWNSEND,01469,978-597-0380,"K,01,02,03,04",ELE,Public Elementary,,North Middlesex,07350000,1519272
228042.589199997,888550.0,641,00730010,Avery School,336 High Street,Dedham,DEDHAM,02026,781-310-5000,"01,02,03,04,05",ELE,Public Elementary,,Dedham,00730000,2473166
193611.271600001,898617.496199999,642,01700025,Richer School,80 Foley Road,Marlborough,MARLBOROUGH,01752,508-460-3504,"K,01,02,03,04,05",ELE,Public Elementary,,Marlborough,01700000,1614579
222127.431400001,905070.636,643,03080404,John F Kennedy Middle School,655 Lexington Street,Waltham,WALTHAM,02452,781-314-5563,"06,07,08",MID,Public Middle,,Waltham,03080000,2833979
235838.613,914546.615600001,644,03050020,Greenwood School,1030 Main Street,Wakefield,WAKEFIELD,01880,781-246-6460,"K,01,02,03,04",ELE,Public Elementary,,Wakefield,03050000,2869216
